"region","type","ware"
"Upper Little Colorado","Puerco Black-on-red","Early White Mountain Red Ware"
"Upper Little Colorado","Puerco Black-on-white","Cibola White Ware"
"Upper Little Colorado","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Upper Little Colorado","Tularosa Black-on-white","Cibola White Ware"
"Upper Little Colorado","Wingate Black-on-red","Early White Mountain Red Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Zuni Glaze, Undifferentiated","Zuni Glaze Ware"
"Upper Little Colorado","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
"Upper Little Colorado","McDonald Corrugated","Mogollon Brown Ware"
"Upper Little Colorado","Puerco Black-on-white","Cibola White Ware"
"Upper Little Colorado","Reserve Black-on-white","Cibola White Ware"
"Upper Little Colorado","Plain Brown Ware, Undifferentiated","Plain Brown Ware"
"Upper Little Colorado","St. Johns Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","Tularosa Black-on-white","Cibola White Ware"
"Upper Little Colorado","Wingate Black-on-red","Early White Mountain Red Ware"
"Upper Little Colorado","Alma Series type","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Heshotauthla Polychrome","Zuni Glaze Ware"
"Upper Little Colorado","Puerco Black-on-white","Cibola White Ware"
"Upper Little Colorado","Wingate Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","Reserve Black-on-white","Cibola White Ware"
"Upper Little Colorado","St. Johns Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","Tularosa Black-on-white","Cibola White Ware"
"Upper Little Colorado","Wingate Black-on-red","Early White Mountain Red Ware"
"Upper Little Colorado","Alma Series type","Mogollon Brown Ware"
"Upper Little Colorado","Mogollon Corrugated Brown Ware, Undifferentiated","Mogollon Brown Ware"
"Upper Little Colorado","Puerco Black-on-red","Early White Mountain Red Ware"
"Upper Little Colorado","Puerco Black-on-white","Cibola White Ware"
"Upper Little Colorado","St. Johns Polychrome","Early White Mountain Red Ware"
"Upper Little Colorado","Tularosa Black-on-white","Cibola White Ware"
"Middle San Juan","Chuska Corrugated Gray Ware, Undifferentiated","Chuska Gray Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chaco Corrugated","Cibola Gray Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Chaco Corrugated","Cibola Gray Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chaco Corrugated","Cibola Gray Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","San Juan Red ware, Undifferentiated","San Juan Red Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Kintiel Black-on-orange","Kintiel-Klagetoh Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chaco Corrugated","Cibola Gray Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chuska Black-on-white","Chuska White Ware"
"Chuska/Chaco","Burnham Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Taylor Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Captain Tom Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Newcomb Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Bennett Gray","Chuska Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Gallup Black-on-white","Cibola White Ware"
"Chuska/Chaco","Deadmans (La Plata) Black-on-red","San Juan Red Ware"
"Chuska/Chaco","Wingate Polychrome","Early White Mountain Red Ware"
"Chuska/Chaco","Moenkopi Corrugated","Tusayan Gray Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Bennett Gray","Chuska Gray Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Mancos Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","San Juan Red ware, Undifferentiated","San Juan Red Ware"
"Chuska/Chaco","Captain Tom Corrugated","Chuska Gray Ware"
"Chuska/Chaco","White Mound Black-on-white","Cibola White Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chuska Black-on-white","Chuska White Ware"
"Chuska/Chaco","Burnham Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Taylor Black-on-white","Chuska White Ware"
"Chuska/Chaco","Naschitti Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Lino Gray (Tusayan)","Tusayan Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Gallup Black-on-white","Cibola White Ware"
"Chuska/Chaco","Red Mesa Black-on-white","Cibola White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Taylor Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Sheep Springs Gray","Chuska Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Gallup Black-on-white","Cibola White Ware"
"Chuska/Chaco","Black Mesa Black-on-white","Tusayan White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chuska Black-on-white","Chuska White Ware"
"Chuska/Chaco","Burnham Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Taylor Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Captain Tom Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Newcomb Black-on-white","Chuska White Ware"
"Chuska/Chaco","Gray Hills Banded","Chuska Gray Ware"
"Chuska/Chaco","Bennett Gray","Chuska Gray Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Mancos Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Black Mesa Black-on-white","Tusayan White Ware"
"Chuska/Chaco","Deadmans (La Plata) Black-on-red","San Juan Red Ware"
"Chuska/Chaco","Bluff Black-on-red","San Juan Red Ware"
"Chuska/Chaco","Wingate Black-on-red","Early White Mountain Red Ware"
"Chuska/Chaco","San Juan Red ware, Undifferentiated","San Juan Red Ware"
"Chuska/Chaco","Tsegi Orange Ware, Undifferentiated","Tsegi Orange Ware"
"Chuska/Chaco","Mancos Corrugated","Mesa Verde Gray ware"
"Chuska/Chaco","Tusayan Corrugated","Tusayan Gray Ware"
"Chuska/Chaco","Red Mesa Black-on-white","Cibola White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Captain Tom Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Klagetoh Black-on-white","Cibola White Ware"
"Chuska/Chaco","Gallup Black-on-white","Cibola White Ware"
"Chuska/Chaco","St. Johns Polychrome","Early White Mountain Red Ware"
"Chuska/Chaco","Mesa Verde Corrugated Gray Ware, Undifferentiated","Mesa Verde Gray ware"
"Chuska/Chaco","Klagetoh Black-on-white","Cibola White Ware"
"Chuska/Chaco","Kowina Black-on-red","Early White Mountain Red Ware"
"Chuska/Chaco","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
"Chuska/Chaco","Kowina Black-on-red","Early White Mountain Red Ware"
"Chuska/Chaco","Kintiel Black-on-orange","Kintiel-Klagetoh Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chuska Black-on-white","Chuska White Ware"
"Chuska/Chaco","Burnham Black-on-white","Chuska White Ware"
"Chuska/Chaco","Tularosa Black-on-white","Cibola White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Naschitti Black-on-white","Chuska White Ware"
"Chuska/Chaco","Drolet Black-on-white","Chuska White Ware"
"Chuska/Chaco","Crozier Black-on-white","Chuska White Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Captain Tom Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Sheep Springs Gray","Chuska Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Klagetoh Black-on-white","Cibola White Ware"
"Chuska/Chaco","Gallup Black-on-white","Cibola White Ware"
"Chuska/Chaco","Escavada Black-on-white","Cibola White Ware"
"Chuska/Chaco","Red Mesa Black-on-white","Cibola White Ware"
"Chuska/Chaco","Black Mesa Black-on-white","Tusayan White Ware"
"Chuska/Chaco","Deadmans (La Plata) Black-on-red","San Juan Red Ware"
"Chuska/Chaco","San Juan Red ware, Undifferentiated","San Juan Red Ware"
"Chuska/Chaco","Mancos Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Cibola Black-on-white, Undifferentiated","Cibola White Ware"
"Chuska/Chaco","Cebolleta Black-on-white","Cibola White Ware"
"Chuska/Chaco","Holbrook Black-on-white","Little Colorado White Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Bennett Gray","Chuska Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Red Mesa Black-on-white","Cibola White Ware"
"Chuska/Chaco","Walnut Black-on-white","Little Colorado White Ware"
"Chuska/Chaco","St. Johns Polychrome","Early White Mountain Red Ware"
"Chuska/Chaco","Wingate Black-on-red","Early White Mountain Red Ware"
"Middle San Juan","Mesa Verde Corrugated Gray Ware, Undifferentiated","Mesa Verde Gray ware"
"Middle San Juan","Mesa Verde Corrugated Gray Ware, Undifferentiated","Mesa Verde Gray ware"
"Middle San Juan","Chuska Black-on-white","Chuska White Ware"
"Middle San Juan","Toadlena Black-on-white","Chuska White Ware"
"Middle San Juan","Nava Black-on-white","Chuska White Ware"
"Middle San Juan","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Middle San Juan","Mancos Black-on-white","Mesa Verde White Ware"
"Middle San Juan","McElmo Black-on-white","Mesa Verde White Ware"
"Middle San Juan","Crumbled House Black-on-white","Chuska White Ware"
"Middle San Juan","Chaco-McElmo Black-on-white (carbon paint)","Cibola White Ware"
"Middle San Juan","Puerco Black-on-red","Early White Mountain Red Ware"
"Middle San Juan","Tusayan Black-on-red","Tsegi Orange Ware"
"Middle San Juan","Tsegi Orange","Tsegi Orange Ware"
"Chuska/Chaco","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
"Chuska/Chaco","Kana-a Neckbanded","Cibola Gray Ware"
"Chuska/Chaco","Narrow Neckbanded Cibola Gray Ware","Cibola Gray Ware"
"Chuska/Chaco","Plain Gray Ware, Undifferentiated","Plain Gray Ware"
"Chuska/Chaco","La Plata Black-on-white","Cibola White Ware"
"Chuska/Chaco","Black Mesa Black-on-white","Tusayan White Ware"
"Chuska/Chaco","Deadmans (La Plata) Black-on-red","San Juan Red Ware"
"Chuska/Chaco","St. Johns Polychrome","Early White Mountain Red Ware"
"Chuska/Chaco","Wingate Polychrome","Early White Mountain Red Ware"
"Chuska/Chaco","Wingate Polychrome","Early White Mountain Red Ware"
"Chuska/Chaco","Wingate Black-on-red","Early White Mountain Red Ware"
"Chuska/Chaco","San Juan Red ware, Undifferentiated","San Juan Red Ware"
"Chuska/Chaco","Chuska/Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Taylor Black-on-white","Chuska White Ware"
"Chuska/Chaco","Naschitti Black-on-white","Chuska White Ware"
"Chuska/Chaco","Gallup Black-on-white","Cibola White Ware"
"Chuska/Chaco","Red Mesa Black-on-white","Cibola White Ware"
"Chuska/Chaco","Black Mesa Black-on-white","Tusayan White Ware"
"Chuska/Chaco","Deadmans (La Plata) Black-on-red","San Juan Red Ware"
"Chuska/Chaco","San Juan Red ware, Undifferentiated","San Juan Red Ware"
"Chuska/Chaco","Crumbled House Black-on-white","Chuska White Ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chuska Black-on-white","Chuska White Ware"
"Chuska/Chaco","Burnham Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Bennett Gray","Chuska Gray Ware"
"Chuska/Chaco","Lino Gray (Tusayan)","Tusayan Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Gallup Black-on-white","Cibola White Ware"
"Chuska/Chaco","Wingate Black-on-red","Early White Mountain Red Ware"
"Chuska/Chaco","San Juan Red ware, Undifferentiated","San Juan Red Ware"
"Chuska/Chaco","Mesa Verde Corrugated Gray Ware, Undifferentiated","Mesa Verde Gray ware"
"Chuska/Chaco","Chapin Gray","Mesa Verde Gray ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Tularosa Black-on-white","Cibola White Ware"
"Chuska/Chaco","Theodore Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Captain Tom Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Newcomb Black-on-white","Chuska White Ware"
"Chuska/Chaco","Gray Hills Banded","Chuska Gray Ware"
"Chuska/Chaco","Tocito Gray","Chuska Gray Ware"
"Chuska/Chaco","Bennett Gray","Chuska Gray Ware"
"Chuska/Chaco","Lino Gray (Tusayan)","Tusayan Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","Red Mesa Black-on-white","Cibola White Ware"
"Chuska/Chaco","White Mound Black-on-white","Cibola White Ware"
"Chuska/Chaco","Holbrook Black-on-white","Little Colorado White Ware"
"Chuska/Chaco","St. Johns Polychrome","Early White Mountain Red Ware"
"Chuska/Chaco","Wingate Polychrome","Early White Mountain Red Ware"
"Chuska/Chaco","Wingate Black-on-red","Early White Mountain Red Ware"
"Chuska/Chaco","Puerco Black-on-red","Early White Mountain Red Ware"
"Chuska/Chaco","Tusayan Corrugated","Tusayan Gray Ware"
"Chuska/Chaco","Chapin Gray","Mesa Verde Gray ware"
"Chuska/Chaco","Nava Black-on-white","Chuska White Ware"
"Chuska/Chaco","Toadlena Black-on-white","Chuska White Ware"
"Chuska/Chaco","Chuska Black-on-white","Chuska White Ware"
"Chuska/Chaco","Burnham Black-on-white","Chuska White Ware"
"Chuska/Chaco","Brimhall Black-on-white","Chuska White Ware"
"Chuska/Chaco","Taylor Black-on-white","Chuska White Ware"
"Chuska/Chaco","Hunter Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Blue Shale Corrugated","Chuska Gray Ware"
"Chuska/Chaco","Bennett Gray","Chuska Gray Ware"
"Chuska/Chaco","Mesa Verde Black-on-white","Mesa Verde White Ware"
"Chuska/Chaco","McElmo Black-on-white","Mesa Verde White Ware"
